Movie_name,Release_year,Movie_rating,Movie_genre,Metascore,Movie_runtime,Director of movie
Piercing,(2018),5.6,"Horror, Mystery, Thriller",63,81 min,Barbara Peeters
Humanoids From The Deep,(1980),5.7,"Horror, Sci-Fi",49,80 min,Peter Medak
The Changeling,(1980),7.2,Horror,70,107 min,Alejandro Jodorowsky
Santa Sangre,(1989),7.6,"Drama, Horror, Thriller",NA,123 min,Tiago Mesquita
Among the Shadows,(I) (2019),2.1,"Action, Crime, Drama",NA,96 min,Ron Link
Zombie High,(1987),4.3,"Comedy, Horror",NA,93 min,Daniel Calparsoro
Twin Murders: The Silence of the White City,(2019),5.2,"Action, Adventure, Crime",NA,110 min,John R. Leonetti
Wish Upon,(2017),5.0,"Drama, Fantasy, Horror",32,90 min,Meir Zarchi
I Spit on Your Grave: Deja Vu,(2019),2.3,"Horror, Thriller",NA,148 min,Oz Perkins
I Am the Pretty Thing That Lives in the House,(2016),4.6,"Drama, Horror, Mystery",68,89 min,Babak Anvari
Under the Shadow,(2016),6.9,"Drama, Fantasy, Horror",83,84 min,John Murlowski
Assimilate,(I) (2019),5.3,"Horror, Mystery, Sci-Fi",NA,93 min,Rob Zombie
The Lords of Salem,(2012),5.2,"Horror, Thriller",57,101 min,John Hyams
Universal Soldier: Day of Reckoning,(2012),5.0,"Action, Horror, Mystery",58,114 min,Tobe Hooper
The Texas Chainsaw Massacre Part 2,(1986),5.6,"Comedy, Horror",42,101 min,Fritz Böhm
Wildling,(2018),5.5,"Drama, Fantasy, Horror",58,92 min,Ari Sandel
Goosebumps 2: Haunted Halloween,(2018),5.6,"Adventure, Comedy, Family",53,90 min,Brad Anderson
Session 9,(2001),6.4,"Horror, Mystery",58,97 min,Michael Powell
Peeping Tom,(1960),7.7,"Drama, Horror, Thriller",NA,101 min,Thom Eberhardt
Night of the Comet,(1984),6.4,"Comedy, Horror, Sci-Fi",59,95 min,Jack Heller
Dark Was the Night,(2014),5.6,"Drama, Horror, Thriller",40,90 min,Xavier Gens
Frontier(s),(2007),6.2,Horror,44,108 min,Gregory Plotkin
Paranormal Activity: The Ghost Dimension,(2015),4.6,"Horror, Mystery",30,88 min,Rob Zombie
Halloween II,(2009),4.9,Horror,35,105 min,Rupert Wainwright
The Fog,(2005),3.7,"Horror, Mystery",27,100 min,Franck Khalfoun
Amityville: The Awakening,(2017),4.8,"Horror, Thriller",42,87 min,George Pavlou
Rawhead Rex,(1986),5.3,"Fantasy, Horror, Mystery",NA,89 min,Antti Jokinen
The Resident,(2011),5.3,"Drama, Horror, Mystery",NA,91 min,Shin'ichirô Ueda
One Cut of the Dead,(2017),7.7,"Comedy, Horror",86,96 min,Anvita Dutt
Bulbbul,(2020),6.5,"Drama, Horror, Mystery",NA,94 min,Martin Barnewitz
Kollegiet,(2007),4.4,Horror,NA,91 min,David Blue Garcia
The Texas Chainsaw Massacre,(2021),,Horror,NA,,Nicolas Pesce
The Eyes of My Mother,(2016),6.2,"Drama, Horror",63,76 min,Fred Walton
When a Stranger Calls,(1979),6.5,"Horror, Mystery, Thriller",58,97 min,Ernest R. Dickerson
Tales from the Crypt: Demon Knight,(1995),6.7,"Action, Fantasy, Horror",48,92 min,Karl Holt
Benny Loves You,(2019),7.1,"Comedy, Horror",NA,94 min,Anne Goursaud
Embrace of the Vampire,(1995),4.4,"Horror, Thriller",NA,92 min,Henry Joost
Paranormal Activity 3,(2011),5.8,"Horror, Mystery",59,83 min,William Castle
13 Ghosts,(1960),6.1,"Horror, Mystery",56,85 min,Jennifer Lynch
Chained,(I) (2012),6.4,"Crime, Drama, Horror",NA,94 min,Robert Wise
The Haunting,(1963),7.5,Horror,74,112 min,Wes Craven
Vampire in Brooklyn,(1995),4.6,"Comedy, Fantasy, Horror",27,100 min,Amy Heckerling
Vamps,(2012),5.2,"Comedy, Horror, Romance",57,92 min,Jim Sonzero
Pulse,(I) (2006),4.8,"Horror, Sci-Fi, Thriller",27,90 min,Ernie Barbarash
Abduction,(I) (2019),4.8,"Action, Horror, Sci-Fi",NA,98 min,Stacy Title
The Bye Bye Man,(2017),4.2,"Drama, Fantasy, Horror",37,96 min,Larry Cohen
The Stuff,(1985),5.9,"Comedy, Horror, Sci-Fi",NA,87 min,Leigh Whannell
Wolfman,(II),,Horror,NA,,Juan Piquer Simón
Pieces,(1982),6.1,"Horror, Mystery, Thriller",NA,85 min,William Lustig
Maniac Cop,(1988),6.1,"Action, Crime, Horror",40,85 min,Mark Rosman
The House on Sorority Row,(1982),6.0,"Horror, Mystery, Thriller",50,91 min,Doug Murphy
Constantine: City of Demons - The Movie,(2018),7.4,"Animation, Action, Fantasy",NA,90 min,Tyler Perry
Boo! A Madea Halloween,(2016),4.6,"Comedy, Drama, Horror",30,103 min,Chris Carter
The X-Files: I Want To Believe,(2008),5.9,"Crime, Drama, Horror",47,104 min,
